street_name,LOCATION,weighted_count
N  EZRA                         ST,400 N  EZRA                         ST,0.0
N  FAIRFAX,1600 N  FAIRFAX,0.0
N  FAIRFAX                      AV,100 N  FAIRFAX                      AV,7.875
N  FAIRFAX                      AV,1300 N  FAIRFAX                      AV,13.125
N  FAIRFAX                      AV,1400 N  FAIRFAX                      AV,8.75
N  FAIRFAX                      AV,1500 N  FAIRFAX                      AV,14.0
N  FAIRFAX                      AV,1600 N  FAIRFAX                      AV,3.5
N  FAIRFAX                      AV,1700 N  FAIRFAX                      AV,0.0
N  FAIRFAX                      AV,300 N  FAIRFAX                      AV,8.75
N  FAIRFAX                      AV,400 N  FAIRFAX                      AV,67.375
N  FAIRFAX                      AV,500 N  FAIRFAX                      AV,35.0
N  FAIRFAX                      AV,600 N  FAIRFAX                      AV,28.875
N  FAIRFAX                      AV,700 N  FAIRFAX                      AV,6.125
N  FAIRFAX                      AV,800 N  FAIRFAX                      AV,58.625
N  FARING                       RD,300 N  FARING                       RD,0.0
N  FARING                       RD,400 N  FARING                       RD,5.25
N  FARING                       RD,600 N  FARING                       RD,0.0
N  FELLOWSHIP PARK              WY,2300 N  FELLOWSHIP PARK              WY,0.0
N  FICKETT                      ST,100 N  FICKETT                      ST,0.0
N  FICKETT                      ST,1000 N  FICKETT                      ST,2.625
N  FICKETT                      ST,200 N  FICKETT                      ST,0.0
N  FICKETT                      ST,300 N  FICKETT                      ST,10.5
N  FICKETT                      ST,400 N  FICKETT                      ST,0.0
N  FICKETT                      ST,500 N  FICKETT                      ST,0.0
N  FICKETT                      ST,600 N  FICKETT                      ST,5.25
N  FICKETT                      ST,700 N  FICKETT                      ST,5.25
N  FICKETT                      ST,900 N  FICKETT                      ST,5.25
N  FIGUEROA,500 N  FIGUEROA,0.0
N  FIGUEROA,5100 N  FIGUEROA,0.0
N  FIGUEROA                     ST,100 N  FIGUEROA                     ST,14.875
N  FIGUEROA                     ST,200 N  FIGUEROA                     ST,7.875
N  FIGUEROA                     ST,2000 N  FIGUEROA                     ST,122.5
N  FIGUEROA                     ST,2200 N  FIGUEROA                     ST,73.5
N  FIGUEROA                     ST,2600 N  FIGUEROA                     ST,84.875
N  FIGUEROA                     ST,2800 N  FIGUEROA                     ST,10.5
N  FIGUEROA                     ST,300 N  FIGUEROA                     ST,3.5
N  FIGUEROA                     ST,3200 N  FIGUEROA                     ST,22.75
N  FIGUEROA                     ST,3300 N  FIGUEROA                     ST,7.875
N  FIGUEROA                     ST,3400 N  FIGUEROA                     ST,5.25
N  FIGUEROA                     ST,3500 N  FIGUEROA                     ST,24.5
N  FIGUEROA                     ST,3700 N  FIGUEROA                     ST,2.625
N  FIGUEROA                     ST,3800 N  FIGUEROA                     ST,21.0
N  FIGUEROA                     ST,3900 N  FIGUEROA                     ST,2.625
N  FIGUEROA                     ST,400 N  FIGUEROA                     ST,5.25
N  FIGUEROA                     ST,4000 N  FIGUEROA                     ST,0.0
N  FIGUEROA                     ST,4100 N  FIGUEROA                     ST,0.0
N  FIGUEROA                     ST,4200 N  FIGUEROA                     ST,0.0
N  FIGUEROA                     ST,4300 N  FIGUEROA                     ST,0.0
N  FIGUEROA                     ST,4400 N  FIGUEROA                     ST,13.125
N  FIGUEROA                     ST,4500 N  FIGUEROA                     ST,10.5
N  FIGUEROA                     ST,4600 N  FIGUEROA                     ST,2.625
N  FIGUEROA                     ST,4700 N  FIGUEROA                     ST,8.75
N  FIGUEROA                     ST,4900 N  FIGUEROA                     ST,5.25
N  FIGUEROA                     ST,500 N  FIGUEROA                     ST,219.625
N  FIGUEROA                     ST,5000 N  FIGUEROA                     ST,22.3125
N  FIGUEROA                     ST,5100 N  FIGUEROA                     ST,86.625
N  FIGUEROA                     ST,5200 N  FIGUEROA                     ST,23.625
N  FIGUEROA                     ST,5300 N  FIGUEROA                     ST,2.625
N  FIGUEROA                     ST,5400 N  FIGUEROA                     ST,95.8125
N  FIGUEROA                     ST,5500 N  FIGUEROA                     ST,31.5
N  FIGUEROA                     ST,5600 N  FIGUEROA                     ST,13.125
N  FIGUEROA                     ST,5700 N  FIGUEROA                     ST,10.5
N  FIGUEROA                     ST,5800 N  FIGUEROA                     ST,23.1875
N  FIGUEROA                     ST,5900 N  FIGUEROA                     ST,26.25
N  FIGUEROA                     ST,600 N  FIGUEROA                     ST,68.25
N  FIGUEROA                     ST,6000 N  FIGUEROA                     ST,23.625
N  FIGUEROA                     ST,6100 N  FIGUEROA                     ST,31.5
N  FIGUEROA                     ST,6300 N  FIGUEROA                     ST,39.375
N  FIGUEROA                     ST,6400 N  FIGUEROA                     ST,11.8125
N  FIGUEROA                     ST,6500 N  FIGUEROA                     ST,7.875
N  FIGUEROA                     ST,6600 N  FIGUEROA                     ST,0.0
N  FIGUEROA                     ST,6700 N  FIGUEROA                     ST,5.25
N  FIGUEROA                     ST,6800 N  FIGUEROA                     ST,0.0
N  FIGUEROA                     ST,6900 N  FIGUEROA                     ST,10.5
N  FIGUEROA                     ST,700 N  FIGUEROA                     ST,10.5
N  FIGUEROA                     ST,7100 N  FIGUEROA                     ST,2.625
N  FIGUEROA                     ST,7200 N  FIGUEROA                     ST,0.0
N  FIGUEROA                     ST,7300 N  FIGUEROA                     ST,31.5
N  FIGUEROA                     ST,7400 N  FIGUEROA                     ST,46.375
N  FIGUEROA                     ST,7500 N  FIGUEROA                     ST,0.0
N  FIGUEROA                     ST,800 N  FIGUEROA                     ST,0.0
N  FLORES                       ST,100 N  FLORES                       ST,0.0
N  FLORES                       ST,300 N  FLORES                       ST,9.625
N  FLORES                       ST,400 N  FLORES                       ST,5.25
N  FORMOSA                      AV,100 N  FORMOSA                      AV,7.875
N  FORMOSA                      AV,1300 N  FORMOSA                      AV,8.75
N  FORMOSA                      AV,1400 N  FORMOSA                      AV,8.75
N  FORMOSA                      AV,1500 N  FORMOSA                      AV,25.375
N  FORMOSA                      AV,1600 N  FORMOSA                      AV,31.5
N  FORMOSA                      AV,300 N  FORMOSA                      AV,2.625
N  FORMOSA                      AV,500 N  FORMOSA                      AV,2.625
N  FORMOSA                      AV,600 N  FORMOSA                      AV,0.0
N  FORMOSA                      AV,700 N  FORMOSA                      AV,0.0
N  FORMOSA                      AV,800 N  FORMOSA                      AV,12.25
N  FORMOSA                      AV,900 N  FORMOSA                      AV,0.0
N  FREMONT                      AV,100 N  FREMONT                      AV,2.625
N  FREMONT                      AV,200 N  FREMONT                      AV,7.875
N  FRESNO                       ST,400 N  FRESNO                       ST,0.0
N  FULLER                       AV,100 N  FULLER                       AV,5.25
N  FULLER                       AV,1300 N  FULLER                       AV,10.5
N  FULLER                       AV,1400 N  FULLER                       AV,6.125
N  FULLER                       AV,1500 N  FULLER                       AV,13.125
N  FULLER                       AV,1600 N  FULLER                       AV,21.0
N  FULLER                       AV,1700 N  FULLER                       AV,54.25
N  FULLER                       AV,1800 N  FULLER                       AV,16.625
N  FULLER                       AV,2000 N  FULLER                       AV,8.75
N  FULLER                       AV,300 N  FULLER                       AV,2.625
N  FULLER                       AV,400 N  FULLER                       AV,0.0
N  FULLER                       AV,500 N  FULLER                       AV,5.25
N  FULLER                       AV,600 N  FULLER                       AV,7.875
N  FULLER                       AV,800 N  FULLER                       AV,23.625
N  GAGE                         AV,200 N  GAGE                         AV,0.0
N  GARBO                        LN,1200 N  GARBO                        LN,7.875
N  GARDNER                      ST,100 N  GARDNER                      ST,7.875
N  GARDNER                      ST,1300 N  GARDNER                      ST,15.75
N  GARDNER                      ST,1400 N  GARDNER                      ST,21.0
N  GARDNER                      ST,1500 N  GARDNER                      ST,7.0
N  GARDNER                      ST,1700 N  GARDNER                      ST,2.625
N  GARDNER                      ST,300 N  GARDNER                      ST,2.625
N  GARDNER                      ST,400 N  GARDNER                      ST,16.625
N  GARDNER                      ST,500 N  GARDNER                      ST,0.0
N  GARDNER                      ST,600 N  GARDNER                      ST,35.0
N  GARDNER                      ST,700 N  GARDNER                      ST,16.625
N  GARDNER                      ST,800 N  GARDNER                      ST,15.75
N  GAREY                        ST,300 N  GAREY                        ST,3.5
N  GAREY                        ST,400 N  GAREY                        ST,24.5
N  GAREY                        ST,500 N  GAREY                        ST,3.5
N  GAREY                        ST,600 N  GAREY                        ST,5.25
N  GENESEE                      AV,1400 N  GENESEE                      AV,2.625
N  GENESEE                      AV,1600 N  GENESEE                      AV,5.25
N  GENESEE                      AV,300 N  GENESEE                      AV,10.5
N  GENESEE                      AV,400 N  GENESEE                      AV,0.0
N  GENESEE                      AV,500 N  GENESEE                      AV,3.5
N  GENESEE                      AV,600 N  GENESEE                      AV,5.25
N  GENESEE                      AV,700 N  GENESEE                      AV,5.25
N  GENESEE                      AV,800 N  GENESEE                      AV,0.0
N  GEORGE BURNS                 RD,100 N  GEORGE BURNS                 RD,3.5
N  GOWER                        ST,100 N  GOWER                        ST,0.0
N  GOWER                        ST,1000 N  GOWER                        ST,0.0
N  GOWER                        ST,1100 N  GOWER                        ST,18.375
N  GOWER                        ST,1200 N  GOWER                        ST,11.375
N  GOWER                        ST,1400 N  GOWER                        ST,7.875
N  GOWER                        ST,1500 N  GOWER                        ST,28.875
N  GOWER                        ST,1600 N  GOWER                        ST,26.25
N  GOWER                        ST,1700 N  GOWER                        ST,27.125
N  GOWER                        ST,200 N  GOWER                        ST,2.625
N  GOWER                        ST,2100 N  GOWER                        ST,0.0
N  GOWER                        ST,2200 N  GOWER                        ST,0.0
N  GOWER                        ST,2300 N  GOWER                        ST,0.0
N  GOWER                        ST,300 N  GOWER                        ST,5.25
N  GOWER                        ST,400 N  GOWER                        ST,3.5
N  GOWER                        ST,500 N  GOWER                        ST,5.25
N  GOWER                        ST,600 N  GOWER                        ST,2.625
N  GOWER                        ST,700 N  GOWER                        ST,0.0
N  GOWER                        ST,800 N  GOWER                        ST,5.25
N  GOWER                        ST,900 N  GOWER                        ST,0.0
N  GRAMERCY                     PL,100 N  GRAMERCY                     PL,21.0
N  GRAMERCY                     PL,1700 N  GRAMERCY                     PL,24.5
N  GRAMERCY                     PL,1800 N  GRAMERCY                     PL,18.375
N  GRAMERCY                     PL,1900 N  GRAMERCY                     PL,0.0
N  GRAMERCY                     PL,200 N  GRAMERCY                     PL,2.625
N  GRAMERCY                     PL,500 N  GRAMERCY                     PL,17.5
N  GRAMERCY                     PL,600 N  GRAMERCY                     PL,3.5
N  GRAMERCY                     PL,700 N  GRAMERCY                     PL,21.0
N  GRAND                        AV,100 N  GRAND                        AV,0.0
N  GRAND                        AV,200 N  GRAND                        AV,7.0
N  GRAND                        AV,400 N  GRAND                        AV,49.875
N  GRAND                        AV,600 N  GRAND                        AV,28.875
N  GRAND                        AV,700 N  GRAND                        AV,0.0
N  GRIFFIN                      AV,4700 N  GRIFFIN                      AV,7.875
N  HARPER                       AV,100 N  HARPER                       AV,2.625
N  HARPER                       AV,1300 N  HARPER                       AV,0.0
N  HARPER                       AV,300 N  HARPER                       AV,12.25
N  HARPER                       AV,400 N  HARPER                       AV,5.25
N  HARPER                       AV,500 N  HARPER                       AV,0.0
N  HARPER                       AV,600 N  HARPER                       AV,7.875
N  HARPER                       AV,700 N  HARPER                       AV,0.0
N  HARPER                       AV,800 N  HARPER                       AV,5.25
N  HARVARD                      BL,100 N  HARVARD                      BL,6.125
N  HARVARD                      BL,1200 N  HARVARD                      BL,0.0
N  HARVARD                      BL,1300 N  HARVARD                      BL,5.25
N  HARVARD                      BL,1500 N  HARVARD                      BL,0.0
N  HARVARD                      BL,1600 N  HARVARD                      BL,5.25
N  HARVARD                      BL,1700 N  HARVARD                      BL,7.875
N  HARVARD                      BL,1800 N  HARVARD                      BL,10.5
N  HARVARD                      BL,300 N  HARVARD                      BL,0.0
N  HARVARD                      BL,400 N  HARVARD                      BL,5.25
N  HARVARD                      BL,500 N  HARVARD                      BL,14.875
N  HARVARD                      BL,600 N  HARVARD                      BL,31.5
N  HARVARD                      BL,700 N  HARVARD                      BL,5.25
N  HARVARD                      BL,800 N  HARVARD                      BL,5.25
N  HARVARD                      BL,900 N  HARVARD                      BL,5.25
N  HAYWORTH                     AV,100 N  HAYWORTH                     AV,2.625
N  HAYWORTH                     AV,1500 N  HAYWORTH                     AV,0.0
N  HAYWORTH                     AV,300 N  HAYWORTH                     AV,18.375
N  HAYWORTH                     AV,400 N  HAYWORTH                     AV,10.5
N  HAYWORTH                     AV,500 N  HAYWORTH                     AV,10.5
N  HAYWORTH                     AV,600 N  HAYWORTH                     AV,13.125
N  HAYWORTH                     AV,700 N  HAYWORTH                     AV,20.125
N  HAYWORTH                     AV,800 N  HAYWORTH                     AV,2.625
N  HAYWORTH                     AV,900 N  HAYWORTH                     AV,0.0
N  HELIOTROPE                   DR,1000 N  HELIOTROPE                   DR,5.25
N  HELIOTROPE                   DR,1100 N  HELIOTROPE                   DR,5.25
N  HELIOTROPE                   DR,300 N  HELIOTROPE                   DR,14.875
N  HELIOTROPE                   DR,400 N  HELIOTROPE                   DR,2.625
N  HELIOTROPE                   DR,500 N  HELIOTROPE                   DR,5.25
N  HELIOTROPE                   DR,600 N  HELIOTROPE                   DR,7.0
N  HELIOTROPE                   DR,700 N  HELIOTROPE                   DR,19.25
N  HELIOTROPE                   DR,800 N  HELIOTROPE                   DR,2.625
N  HELIOTROPE                   DR,900 N  HELIOTROPE                   DR,0.0
N  HICKS                        AV,2100 N  HICKS                        AV,0.0
N  HIGHLAND                     AV,100 N  HIGHLAND                     AV,13.125
N  HIGHLAND                     AV,1000 N  HIGHLAND                     AV,27.125
N  HIGHLAND                     AV,1100 N  HIGHLAND                     AV,18.375
N  HIGHLAND                     AV,1200 N  HIGHLAND                     AV,5.25
N  HIGHLAND                     AV,1300 N  HIGHLAND                     AV,20.125
N  HIGHLAND                     AV,1400 N  HIGHLAND                     AV,77.0
N  HIGHLAND                     AV,1500 N  HIGHLAND                     AV,40.25
N  HIGHLAND                     AV,1600 N  HIGHLAND                     AV,10.5
N  HIGHLAND                     AV,1700 N  HIGHLAND                     AV,97.125
N  HIGHLAND                     AV,1800 N  HIGHLAND                     AV,7.875
N  HIGHLAND                     AV,1900 N  HIGHLAND                     AV,50.75
N  HIGHLAND                     AV,200 N  HIGHLAND                     AV,0.0
N  HIGHLAND                     AV,2000 N  HIGHLAND                     AV,44.625
N  HIGHLAND                     AV,2100 N  HIGHLAND                     AV,7.875
N  HIGHLAND                     AV,2200 N  HIGHLAND                     AV,5.25
N  HIGHLAND                     AV,2300 N  HIGHLAND                     AV,30.625
N  HIGHLAND                     AV,300 N  HIGHLAND                     AV,0.0
N  HIGHLAND                     AV,400 N  HIGHLAND                     AV,2.625
N  HIGHLAND                     AV,500 N  HIGHLAND                     AV,2.625
N  HIGHLAND                     AV,700 N  HIGHLAND                     AV,27.125
N  HIGHLAND                     AV,800 N  HIGHLAND                     AV,0.0
N  HIGHLAND                     AV,900 N  HIGHLAND                     AV,7.875
N  HILL                         PL,600 N  HILL                         PL,14.0
N  HILL                         PL,700 N  HILL                         PL,10.5
N  HILL                         ST,100 N  HILL                         ST,2.625
N  HILL                         ST,200 N  HILL                         ST,9.625
N  HILL                         ST,300 N  HILL                         ST,7.875
N  HILL                         ST,400 N  HILL                         ST,7.875
N  HILL                         ST,500 N  HILL                         ST,3.5
N  HILL                         ST,600 N  HILL                         ST,13.125
N  HILL                         ST,700 N  HILL                         ST,7.875
N  HILL                         ST,800 N  HILL                         ST,27.5625
N  HILL                         ST,900 N  HILL                         ST,88.375
N  HOBART                       BL,100 N  HOBART                       BL,10.5
N  HOBART                       BL,1100 N  HOBART                       BL,3.5
N  HOBART                       BL,1200 N  HOBART                       BL,14.0
N  HOBART                       BL,1300 N  HOBART                       BL,10.5
N  HOBART                       BL,1400 N  HOBART                       BL,0.0
N  HOBART                       BL,1500 N  HOBART                       BL,17.5
N  HOBART                       BL,1600 N  HOBART                       BL,2.625
N  HOBART                       BL,1900 N  HOBART                       BL,3.5
N  HOBART                       BL,2000 N  HOBART                       BL,5.25
N  HOBART                       BL,300 N  HOBART                       BL,2.625
N  HOBART                       BL,400 N  HOBART                       BL,16.625
N  HOBART                       BL,500 N  HOBART                       BL,9.625
N  HOBART                       BL,600 N  HOBART                       BL,2.625
N  HOBART                       BL,700 N  HOBART                       BL,5.25
N  HOBART                       BL,800 N  HOBART                       BL,31.5
N  HOBART                       BL,900 N  HOBART                       BL,10.5
N  HOLLYVIEW                    CT,2700 N  HOLLYVIEW                    CT,0.0
N  HOOVER                       ST,100 N  HOOVER                       ST,13.125
N  HOOVER                       ST,1000 N  HOOVER                       ST,2.625
N  HOOVER                       ST,1100 N  HOOVER                       ST,25.375
N  HOOVER                       ST,1200 N  HOOVER                       ST,0.0
N  HOOVER                       ST,1300 N  HOOVER                       ST,0.0
N  HOOVER                       ST,1400 N  HOOVER                       ST,7.875
N  HOOVER                       ST,1500 N  HOOVER                       ST,5.25
N  HOOVER                       ST,1600 N  HOOVER                       ST,0.0
N  HOOVER                       ST,1900 N  HOOVER                       ST,0.0
N  HOOVER                       ST,200 N  HOOVER                       ST,15.75
N  HOOVER                       ST,400 N  HOOVER                       ST,15.75
N  HOOVER                       ST,500 N  HOOVER                       ST,31.5
N  HOOVER                       ST,600 N  HOOVER                       ST,7.875
N  HOOVER                       ST,700 N  HOOVER                       ST,10.5
N  HOOVER                       ST,800 N  HOOVER                       ST,10.5
N  HOOVER                       ST,900 N  HOOVER                       ST,3.5
N  HOPE                         ST,100 N  HOPE                         ST,5.25
N  HOPE                         ST,200 N  HOPE                         ST,0.0
N  HUDSON                       AV,100 N  HUDSON                       AV,0.0
N  HUDSON                       AV,1000 N  HUDSON                       AV,0.0
N  HUDSON                       AV,1400 N  HUDSON                       AV,6.125
N  HUDSON                       AV,1700 N  HUDSON                       AV,17.5
N  HUDSON                       AV,700 N  HUDSON                       AV,7.875
N  HUDSON                       AV,800 N  HUDSON                       AV,14.875
N  HUDSON                       AV,900 N  HUDSON                       AV,2.625
N  HUNTINGTON                   DR,4200 N  HUNTINGTON                   DR,13.125
N  HUNTINGTON                   DR,4300 N  HUNTINGTON                   DR,5.25
N  HUNTINGTON                   DR,4400 N  HUNTINGTON                   DR,7.875
N  HUNTINGTON                   DR,4500 N  HUNTINGTON                   DR,28.0
N  HUNTINGTON                   DR,4600 N  HUNTINGTON                   DR,26.25
N  HUNTINGTON                   DR,4800 N  HUNTINGTON                   DR,0.0
N  HUNTINGTON                   DR,5300 N  HUNTINGTON                   DR,0.0
N  HUNTINGTON                   DR,5500 N  HUNTINGTON                   DR,18.375
N  HUNTINGTON                   DR,5700 N  HUNTINGTON                   DR,0.0
N  HUNTINGTON DR,4200 N  HUNTINGTON DR,0.0
N  HUNTINGTON DR,4300 N  HUNTINGTON DR,0.0
N  HUNTINGTON DR,4400 N  HUNTINGTON DR,0.0
N  HUNTINGTON DR,4500 N  HUNTINGTON DR,7.875
N  HUNTINGTON DR,4600 N  HUNTINGTON DR,6.125
N  HUNTINGTON DR,5000 N  HUNTINGTON DR,7.875
N  HUNTINGTON DR,5500 N  HUNTINGTON DR,18.375
N  HUNTINGTON DR,5700 N  HUNTINGTON DR,14.875
N  HUNTINGTON DR                DR,4200 N  HUNTINGTON DR                DR,2.625
N  HUNTINGTON SOUTH             DR,4300 N  HUNTINGTON SOUTH             DR,2.625
N  INDIANA                      AV,2000 N  INDIANA                      AV,2.625
N  INDIANA                      AV,2100 N  INDIANA                      AV,2.625
N  INDIANA                      AV,2200 N  INDIANA                      AV,0.0
N  INDIANA                      AV,2300 N  INDIANA                      AV,0.0
N  INDIANA                      ST,100 N  INDIANA                      ST,0.0
N  INDIANA                      ST,1400 N  INDIANA                      ST,0.0
N  INDIANA                      ST,1500 N  INDIANA                      ST,2.625
N  INDIANA                      ST,1700 N  INDIANA                      ST,0.0
N  INDIANA                      ST,300 N  INDIANA                      ST,5.25
N  INDIANA                      ST,400 N  INDIANA                      ST,2.625
N  INDIANA                      ST,500 N  INDIANA                      ST,0.0
N  INDIANA                      ST,600 N  INDIANA                      ST,0.0
N  IRVING                       BL,100 N  IRVING                       BL,7.875
N  IRVING                       BL,200 N  IRVING                       BL,3.5
N  IRVING                       BL,300 N  IRVING                       BL,7.875
N  IRVING                       BL,400 N  IRVING                       BL,18.375
N  IRVING                       BL,500 N  IRVING                       BL,10.5
N  JEROME                       WY,2200 N  JEROME                       WY,0.0
N  JUANITA                      AV,200 N  JUANITA                      AV,2.625
N  JUANITA                      AV,300 N  JUANITA                      AV,5.25
N  JUANITA                      AV,500 N  JUANITA                      AV,5.25
N  JUANITA                      AV,600 N  JUANITA                      AV,0.0
N  JUDGE JOHN AISO              ST,100 N  JUDGE JOHN AISO              ST,9.625
N  JUNE                         ST,100 N  JUNE                         ST,5.25
N  JUNE                         ST,1200 N  JUNE                         ST,16.625
N  JUNE                         ST,1300 N  JUNE                         ST,7.875
N  JUNE                         ST,600 N  JUNE                         ST,0.0
N  JUNE                         ST,700 N  JUNE                         ST,0.0
N  JUNE                         ST,800 N  JUNE                         ST,0.0
N  JUNIPER                      ST,9600 N  JUNIPER                      ST,5.25
N  KENMORE                      AV,100 N  KENMORE                      AV,7.875
N  KENMORE                      AV,1000 N  KENMORE                      AV,5.25
N  KENMORE                      AV,1100 N  KENMORE                      AV,18.375
N  KENMORE                      AV,1200 N  KENMORE                      AV,7.875
N  KENMORE                      AV,1300 N  KENMORE                      AV,0.0
N  KENMORE                      AV,1400 N  KENMORE                      AV,3.5
N  KENMORE                      AV,1500 N  KENMORE                      AV,0.0
N  KENMORE                      AV,1600 N  KENMORE                      AV,10.5
N  KENMORE                      AV,1700 N  KENMORE                      AV,0.0
N  KENMORE                      AV,1800 N  KENMORE                      AV,18.375
N  KENMORE                      AV,1900 N  KENMORE                      AV,5.25
N  KENMORE                      AV,200 N  KENMORE                      AV,2.625
N  KENMORE                      AV,2000 N  KENMORE                      AV,0.0
N  KENMORE                      AV,300 N  KENMORE                      AV,7.875
N  KENMORE                      AV,400 N  KENMORE                      AV,6.125
N  KENMORE                      AV,500 N  KENMORE                      AV,23.625
N  KENMORE                      AV,600 N  KENMORE                      AV,0.0
N  KENMORE                      AV,700 N  KENMORE                      AV,10.5
N  KENMORE                      AV,800 N  KENMORE                      AV,7.875
N  KENMORE                      AV,900 N  KENMORE                      AV,0.0
N  KILKEA                       DR,100 N  KILKEA                       DR,7.875
N  KILKEA                       DR,300 N  KILKEA                       DR,0.0
N  KILKEA                       DR,400 N  KILKEA                       DR,3.5
N  KILKEA                       DR,500 N  KILKEA                       DR,0.0
N  KILKEA                       DR,600 N  KILKEA                       DR,7.875
N  KILKEA                       DR,700 N  KILKEA                       DR,0.0
N  KILKEA                       DR,800 N  KILKEA                       DR,0.0
N  KINGS                        RD,100 N  KINGS                        RD,13.125
N  KINGS                        RD,1400 N  KINGS                        RD,22.75
N  KINGS                        RD,1600 N  KINGS                        RD,5.25
N  KINGS                        RD,300 N  KINGS                        RD,3.5
N  KINGS                        RD,400 N  KINGS                        RD,5.25
N  KINGS                        RD,700 N  KINGS                        RD,5.25
N  KINGSLEY                     DR,100 N  KINGSLEY                     DR,16.625
N  KINGSLEY                     DR,1000 N  KINGSLEY                     DR,29.75
N  KINGSLEY                     DR,1100 N  KINGSLEY                     DR,0.0
N  KINGSLEY                     DR,1200 N  KINGSLEY                     DR,7.875
N  KINGSLEY                     DR,1300 N  KINGSLEY                     DR,3.5
N  KINGSLEY                     DR,1400 N  KINGSLEY                     DR,16.625
N  KINGSLEY                     DR,1500 N  KINGSLEY                     DR,10.5
N  KINGSLEY                     DR,1600 N  KINGSLEY                     DR,0.0
N  KINGSLEY                     DR,1700 N  KINGSLEY                     DR,21.875
N  KINGSLEY                     DR,1800 N  KINGSLEY                     DR,22.75
N  KINGSLEY                     DR,200 N  KINGSLEY                     DR,10.5
N  KINGSLEY                     DR,300 N  KINGSLEY                     DR,5.25
N  KINGSLEY                     DR,400 N  KINGSLEY                     DR,15.75
N  KINGSLEY                     DR,500 N  KINGSLEY                     DR,28.875
N  KINGSLEY                     DR,600 N  KINGSLEY                     DR,0.0
N  KINGSLEY                     DR,700 N  KINGSLEY                     DR,2.625
N  KINGSLEY                     DR,800 N  KINGSLEY                     DR,5.25
N  KINGSLEY                     DR,900 N  KINGSLEY                     DR,7.875
N  KNOLL                        DR,3300 N  KNOLL                        DR,13.125
N  KNOLL                        DR,3400 N  KNOLL                        DR,0.0
N  LA BREA                      AV,01400 N  LA BREA                      AV,0.0
N  LA BREA                      AV,100 N  LA BREA                      AV,46.375
N  LA BREA                      AV,1300 N  LA BREA                      AV,18.375
N  LA BREA                      AV,1400 N  LA BREA                      AV,57.75
N  LA BREA                      AV,1500 N  LA BREA                      AV,35.875
N  LA BREA                      AV,1600 N  LA BREA                      AV,41.125
N  LA BREA                      AV,1700 N  LA BREA                      AV,20.125
N  LA BREA                      AV,1800 N  LA BREA                      AV,2.625
N  LA BREA                      AV,200 N  LA BREA                      AV,0.0
N  LA BREA                      AV,300 N  LA BREA                      AV,39.375
N  LA BREA                      AV,400 N  LA BREA                      AV,0.0
N  LA BREA                      AV,500 N  LA BREA                      AV,18.375
N  LA BREA                      AV,600 N  LA BREA                      AV,11.375
N  LA BREA                      AV,700 N  LA BREA                      AV,21.875
N  LA BREA                      AV,800 N  LA BREA                      AV,70.875
N  LA BREA                      AV,900 N  LA BREA                      AV,52.5
N  LA CIENEGA                   BL,0800 N  LA CIENEGA                   BL,0.0
N  LA CIENEGA                   BL,100 N  LA CIENEGA                   BL,29.75
N  LA CIENEGA                   BL,300 N  LA CIENEGA                   BL,19.25
N  LA CIENEGA                   BL,400 N  LA CIENEGA                   BL,14.875
N  LA CIENEGA                   BL,600 N  LA CIENEGA                   BL,13.125
N  LA CIENEGA                   BL,700 N  LA CIENEGA                   BL,8.75
N  LA CIENEGA                   BL,800 N  LA CIENEGA                   BL,7.0
N  LA CIENEGA                   BL,900 N  LA CIENEGA                   BL,19.25
N  LA FAYETTE P                 PL,800 N  LA FAYETTE P                 PL,2.625
N  LA FAYETTE PARK              PL,300 N  LA FAYETTE PARK              PL,7.875
N  LA FAYETTE PARK              PL,600 N  LA FAYETTE PARK              PL,15.75
N  LA FAYETTE PARK              PL,700 N  LA FAYETTE PARK              PL,2.625
N  LA FAYETTE PARK              PL,800 N  LA FAYETTE PARK              PL,21.0
N  LA JOLLA                     AV,100 N  LA JOLLA                     AV,0.0
N  LA JOLLA                     AV,300 N  LA JOLLA                     AV,0.0
N  LA JOLLA                     AV,500 N  LA JOLLA                     AV,2.625
N  LA JOLLA                     AV,600 N  LA JOLLA                     AV,0.0
N  LA JOLLA                     AV,700 N  LA JOLLA                     AV,14.0
N  LA JOLLA                     AV,800 N  LA JOLLA                     AV,0.0
N  LACIENEGA                    BL,100 N  LACIENEGA                    BL,2.625
N  LAKE                         ST,100 N  LAKE                         ST,2.625
N  LAKE                         ST,200 N  LAKE                         ST,20.125
N  LAKE                         ST,400 N  LAKE                         ST,13.125
N  LARCHMONT                    BL,100 N  LARCHMONT                    BL,126.0
N  LARCHMONT                    BL,200 N  LARCHMONT                    BL,60.375
N  LARCHMONT                    BL,300 N  LARCHMONT                    BL,21.0
N  LARCHMONT                    BL,400 N  LARCHMONT                    BL,7.0
N  LARCHMONT                    BL,500 N  LARCHMONT                    BL,23.625
N  LARCHMONT                    BL,600 N  LARCHMONT                    BL,23.625
N  LAS PALMAS                   AV,100 N  LAS PALMAS                   AV,0.0
N  LAS PALMAS                   AV,1000 N  LAS PALMAS                   AV,0.0
N  LAS PALMAS                   AV,1100 N  LAS PALMAS                   AV,18.375
N  LAS PALMAS                   AV,1200 N  LAS PALMAS                   AV,55.125
N  LAS PALMAS                   AV,1300 N  LAS PALMAS                   AV,24.5
