street_name,LOCATION,weighted_count
   LEXINGTON                    AV,6800    LEXINGTON                    AV,0.0
   LEY                          DR,3300    LEY                          DR,11.375
   LIBERATOR                    AV,8700    LIBERATOR                    AV,5.25
   LIBERTY                      ST,1300    LIBERTY                      ST,0.0
   LIEBE                        DR,9900    LIEBE                        DR,0.0
   LIFUR                        AV,3400    LIFUR                        AV,11.375
   LIFUR                        AV,3500    LIFUR                        AV,0.0
   LIFUR                        AV,3800    LIFUR                        AV,0.0
   LILAC                        PL,1200    LILAC                        PL,6.125
   LILAC                        ST,10000    LILAC                        ST,10.5
   LILAC                        TR,1200    LILAC                        TR,0.0
   LILAC                        TR,1300    LILAC                        TR,0.0
   LILAC                        TR,800    LILAC                        TR,0.0
   LILIENTHAL                   AV,8300    LILIENTHAL                   AV,0.0
   LILIENTHAL                   AV,8700    LILIENTHAL                   AV,0.0
   LILIENTHAL                   AV,8800    LILIENTHAL                   AV,0.0
   LILIENTHAL                   AV,8900    LILIENTHAL                   AV,0.0
   LILLIAN                      WY,1000    LILLIAN                      WY,0.0
   LILLIAN                      WY,1100    LILLIAN                      WY,0.0
   LILLIAN                      WY,500    LILLIAN                      WY,0.0
   LILLIAN                      WY,600    LILLIAN                      WY,7.875
   LILLIAN                      WY,700    LILLIAN                      WY,8.75
   LILLIAN                      WY,900    LILLIAN                      WY,0.0
   LILLYVALE                    AV,2200    LILLYVALE                    AV,0.0
   LILLYVALE                    AV,2300    LILLYVALE                    AV,2.625
   LILY CREST                   AV,4800    LILY CREST                   AV,0.0
   LIMA                         ST,4300    LIMA                         ST,10.5
   LIMA                         ST,4400    LIMA                         ST,0.0
   LIME ORCHARD                 RD,9500    LIME ORCHARD                 RD,0.0
   LINCOLN                      AV,4600    LINCOLN                      AV,0.0
   LINCOLN                      AV,4700    LINCOLN                      AV,0.0
   LINCOLN                      AV,4800    LINCOLN                      AV,7.875
   LINCOLN                      AV,4900    LINCOLN                      AV,8.75
   LINCOLN                      AV,5000    LINCOLN                      AV,13.125
   LINCOLN                      AV,5100    LINCOLN                      AV,0.0
   LINCOLN                      AV,5200    LINCOLN                      AV,0.0
   LINCOLN                      AV,5300    LINCOLN                      AV,0.0
   LINCOLN                      BL,4100    LINCOLN                      BL,15.75
   LINCOLN                      BL,4200    LINCOLN                      BL,18.375
   LINCOLN                      BL,4300    LINCOLN                      BL,7.875
   LINCOLN                      BL,4400    LINCOLN                      BL,10.5
   LINCOLN                      BL,4500    LINCOLN                      BL,0.0
   LINCOLN                      BL,4600    LINCOLN                      BL,5.25
   LINCOLN                      BL,4700    LINCOLN                      BL,20.125
   LINCOLN                      BL,4800    LINCOLN                      BL,0.0
   LINCOLN                      BL,5500    LINCOLN                      BL,16.625
   LINCOLN                      BL,8000    LINCOLN                      BL,5.25
   LINCOLN                      BL,8100    LINCOLN                      BL,0.0
   LINCOLN                      BL,8300    LINCOLN                      BL,21.0
   LINCOLN                      BL,8400    LINCOLN                      BL,15.75
   LINCOLN                      BL,8500    LINCOLN                      BL,3.5
   LINCOLN                      BL,9100    LINCOLN                      BL,0.0
   LINCOLN                      BL,9400    LINCOLN                      BL,0.0
   LINCOLN HIGH                 PL,3800    LINCOLN HIGH                 PL,5.25
   LINCOLN PARK                 AV,2000    LINCOLN PARK                 AV,3.5
   LINCOLN PARK                 AV,2100    LINCOLN PARK                 AV,13.125
   LINCOLN PARK                 AV,2200    LINCOLN PARK                 AV,0.0
   LINCOLN PARK                 AV,2300    LINCOLN PARK                 AV,2.625
   LINCOLN PARK                 AV,2500    LINCOLN PARK                 AV,0.0
   LINCOLN PARK                 AV,2600    LINCOLN PARK                 AV,0.0
   LINCOLN PARK                 AV,2700    LINCOLN PARK                 AV,2.625
   LINCOLN PARK                 AV,2800    LINCOLN PARK                 AV,0.0
   LINCOLN PARK                 AV,2900    LINCOLN PARK                 AV,0.0
   LINDA ROSA                   AV,1200    LINDA ROSA                   AV,2.625
   LINDA ROSA                   AV,1400    LINDA ROSA                   AV,0.0
   LINDA ROSA                   AV,1500    LINDA ROSA                   AV,5.25
   LINDA ROSA                   AV,1600    LINDA ROSA                   AV,11.375
   LINDA ROSA                   AV,1800    LINDA ROSA                   AV,0.0
   LINDA VISTA                  TR,3300    LINDA VISTA                  TR,0.0
   LINDA VISTA                  TR,3400    LINDA VISTA                  TR,0.0
   LINDA VISTA                  TR,3500    LINDA VISTA                  TR,5.25
   LINDACREST                   DR,1400    LINDACREST                   DR,0.0
   LINDACREST                   DR,1500    LINDACREST                   DR,5.25
   LINDBLADE                    DR,4200    LINDBLADE                    DR,0.0
   LINDBLADE                    DR,4400    LINDBLADE                    DR,7.875
   LINDBLADE                    DR,4600    LINDBLADE                    DR,0.0
   LINDBLADE                    DR,4900    LINDBLADE                    DR,5.25
   LINDBLADE                    DR,5100    LINDBLADE                    DR,0.0
   LINDBLADE                    PL,4500    LINDBLADE                    PL,0.0
   LINDBLADE                    ST,11800    LINDBLADE                    ST,0.0
   LINDBLADE                    ST,11900    LINDBLADE                    ST,6.125
   LINDBROOK                    DR,10400    LINDBROOK                    DR,18.375
   LINDBROOK                    DR,10500    LINDBROOK                    DR,5.25
   LINDBROOK                    DR,10600    LINDBROOK                    DR,0.0
   LINDBROOK                    DR,10700    LINDBROOK                    DR,0.0
   LINDBROOK                    DR,10800    LINDBROOK                    DR,23.625
   LINDBROOK                    DR,10900    LINDBROOK                    DR,0.0
   LINDBROOK                    DR,9000    LINDBROOK                    DR,0.0
   LINDENHURST                  AV,5700    LINDENHURST                  AV,0.0
   LINDENHURST                  AV,5800    LINDENHURST                  AV,0.0
   LINDENHURST                  AV,5900    LINDENHURST                  AV,0.0
   LINDENHURST                  AV,6000    LINDENHURST                  AV,0.0
   LINDENHURST                  AV,6100    LINDENHURST                  AV,2.625
   LINDENHURST                  AV,6200    LINDENHURST                  AV,5.25
   LINDENHURST                  AV,6300    LINDENHURST                  AV,15.75
   LINDENHURST                  AV,6400    LINDENHURST                  AV,2.625
   LINDENHURST                  AV,6500    LINDENHURST                  AV,2.625
   LINDENHURST                  AV,6600    LINDENHURST                  AV,0.0
   LINDLEY,5300    LINDLEY,0.0
   LINDO                        ST,3100    LINDO                        ST,0.0
   LINK                         ST,11400    LINK                         ST,0.0
   LINK                         ST,11500    LINK                         ST,2.625
   LINNINGTON                   AV,2000    LINNINGTON                   AV,3.5
   LINNINGTON                   AV,2100    LINNINGTON                   AV,0.0
   LINNINGTON                   AV,2200    LINNINGTON                   AV,2.625
   LINSCOTT                     PL,4800    LINSCOTT                     PL,25.375
   LINSCOTT                     PL,4900    LINSCOTT                     PL,3.5
   LINWOOD                      AV,1300    LINWOOD                      AV,18.375
   LINWOOD                      DR,5100    LINWOOD                      DR,2.625
   LISCO                        PL,2600    LISCO                        PL,0.0
   LITTLE                       ST,600    LITTLE                       ST,7.0
   LIVE OAK VIEW                AV,5200    LIVE OAK VIEW                AV,2.625
   LIVERMORE                    TR,300    LIVERMORE                    TR,3.5
   LIVONIA                      AV,1500    LIVONIA                      AV,5.25
   LIVONIA                      AV,1600    LIVONIA                      AV,5.25
   LIVONIA                      AV,1700    LIVONIA                      AV,7.875
   LIVONIA                      AV,1900    LIVONIA                      AV,0.0
   LIVONIA                      AV,3000    LIVONIA                      AV,2.625
   LIVONIA                      AV,3100    LIVONIA                      AV,7.875
   LIVONIA                      AV,3300    LIVONIA                      AV,15.75
   LLEWELLYN                    ST,100    LLEWELLYN                    ST,0.0
   LMU                          DR,00    LMU                          DR,7.875
   LOBDELL                      PL,1800    LOBDELL                      PL,2.625
   LOCKHAVEN                    AV,4800    LOCKHAVEN                    AV,0.0
   LOCKHAVEN                    AV,4900    LOCKHAVEN                    AV,0.0
   LOCKHAVEN                    AV,5000    LOCKHAVEN                    AV,2.625
   LOCKHAVEN                    AV,5200    LOCKHAVEN                    AV,2.625
   LOCKHEED                     DR,7500    LOCKHEED                     DR,0.0
   LOCKLAND                     DR,3700    LOCKLAND                     DR,5.25
   LOCKLAND                     DR,3800    LOCKLAND                     DR,2.625
   LOCKLAND                     PL,4100    LOCKLAND                     PL,0.0
   LOCKSLEY                     PL,2600    LOCKSLEY                     PL,0.0
   LOCKWOOD                     AV,4200    LOCKWOOD                     AV,12.25
   LOCKWOOD                     AV,4300    LOCKWOOD                     AV,7.875
   LOCKWOOD                     AV,4400    LOCKWOOD                     AV,0.0
   LOCUST                       ST,500    LOCUST                       ST,2.625
   LOCUST                       ST,600    LOCUST                       ST,2.625
   LODI                         PL,1100    LODI                         PL,2.625
   LODI                         PL,1200    LODI                         PL,3.5
   LOGAN                        ST,1100    LOGAN                        ST,58.625
   LOGAN                        ST,1300    LOGAN                        ST,3.5
   LOGAN                        ST,1400    LOGAN                        ST,8.75
   LOLETA                       AV,5000    LOLETA                       AV,0.0
   LOLETA                       AV,5100    LOLETA                       AV,2.625
   LOLETA                       AV,5200    LOLETA                       AV,0.0
   LOLETA                       AV,5300    LOLETA                       AV,0.0
   LOLETA                       PL,4600    LOLETA                       PL,0.0
   LOMA                         DR,100    LOMA                         DR,5.25
   LOMA                         DR,200    LOMA                         DR,11.375
   LOMA                         DR,300    LOMA                         DR,30.625
   LOMA                         DR,400    LOMA                         DR,7.875
   LOMA                         DR,500    LOMA                         DR,0.0
   LOMA LINDA                   AV,5300    LOMA LINDA                   AV,8.75
   LOMA VISTA                   PL,2100    LOMA VISTA                   PL,0.0
   LOMA VISTA                   PL,2300    LOMA VISTA                   PL,2.625
   LOMA VISTA                   PL,2400    LOMA VISTA                   PL,0.0
   LOMBARDY                     BL,2400    LOMBARDY                     BL,2.625
   LOMBARDY                     BL,2500    LOMBARDY                     BL,5.25
   LOMITA                       ST,4500    LOMITA                       ST,8.75
   LOMITA                       ST,4600    LOMITA                       ST,21.0
   LOMITA                       ST,4700    LOMITA                       ST,10.5
   LOMITAS                      DR,3800    LOMITAS                      DR,7.875
   LOMITAS                      DR,5900    LOMITAS                      DR,2.625
   LOMITAS                      DR,6200    LOMITAS                      DR,0.0
   LONDON                       ST,2500    LONDON                       ST,0.0
   LONDON                       ST,2800    LONDON                       ST,5.25
   LONDON                       ST,2900    LONDON                       ST,0.0
   LONDON                       ST,3000    LONDON                       ST,2.625
   LONDON                       ST,3100    LONDON                       ST,7.875
   LONDON                       ST,3200    LONDON                       ST,9.625
   LONDON                       ST,3300    LONDON                       ST,19.25
   LONDON                       ST,3400    LONDON                       ST,0.0
   LONDON                       ST,3500    LONDON                       ST,8.75
   LONDONDERRY                  PL,1300    LONDONDERRY                  PL,36.75
   LONG                         ST,6000    LONG                         ST,5.25
   LONG                         ST,6200    LONG                         ST,0.0
   LONG                         ST,6300    LONG                         ST,2.625
   LONG BEACH                   AV,1000    LONG BEACH                   AV,0.0
   LONG BEACH                   AV,1200    LONG BEACH                   AV,14.0
   LONG BEACH                   AV,1400    LONG BEACH                   AV,28.0
   LONG BEACH                   AV,1500    LONG BEACH                   AV,0.0
   LONG BEACH                   AV,1600    LONG BEACH                   AV,63.0
   LONG BEACH                   AV,1900    LONG BEACH                   AV,17.5
   LONG BEACH                   AV,2000    LONG BEACH                   AV,22.75
   LONG BEACH                   AV,2200    LONG BEACH                   AV,7.875
   LONG BEACH                   AV,2400    LONG BEACH                   AV,0.0
   LONG BEACH                   AV,2500    LONG BEACH                   AV,0.0
   LONG BEACH                   AV,2600    LONG BEACH                   AV,9.625
   LONG BEACH                   AV,2700    LONG BEACH                   AV,0.0
   LONG BEACH                   AV,3200    LONG BEACH                   AV,10.5
   LONG BEACH                   AV,3300    LONG BEACH                   AV,2.625
   LONG BEACH                   AV,4100    LONG BEACH                   AV,13.125
   LONG BEACH                   AV,4300    LONG BEACH                   AV,0.0
   LONG BEACH                   AV,4400    LONG BEACH                   AV,0.0
   LONG BEACH                   AV,4500    LONG BEACH                   AV,10.5
   LONG BEACH                   AV,4800    LONG BEACH                   AV,21.0
   LONG BEACH                   AV,4900    LONG BEACH                   AV,2.625
   LONG BEACH                   AV,5000    LONG BEACH                   AV,0.0
   LONG BEACH                   AV,5100    LONG BEACH                   AV,2.625
   LONG BEACH                   AV,5200    LONG BEACH                   AV,7.0
   LONG BEACH                   AV,5300    LONG BEACH                   AV,5.25
   LONG BEACH                   AV,5400    LONG BEACH                   AV,9.625
   LONG BEACH                   AV,5500    LONG BEACH                   AV,0.0
   LONG BEACH                   AV,5700    LONG BEACH                   AV,2.625
   LONGFELLOW                   ST,5100    LONGFELLOW                   ST,2.625
   LONGFELLOW                   ST,5200    LONGFELLOW                   ST,2.625
   LONGRIDGE                    AV,3200    LONGRIDGE                    AV,18.375
   LONGRIDGE                    AV,3300    LONGRIDGE                    AV,2.625
   LONGRIDGE                    AV,3500    LONGRIDGE                    AV,0.0
   LONGRIDGE                    AV,3600    LONGRIDGE                    AV,0.0
   LONGRIDGE                    AV,3900    LONGRIDGE                    AV,0.0
   LONGRIDGE                    AV,4000    LONGRIDGE                    AV,0.0
   LONGRIDGE                    AV,4100    LONGRIDGE                    AV,3.5
   LONGRIDGE                    AV,4200    LONGRIDGE                    AV,16.625
   LONGRIDGE                    AV,4400    LONGRIDGE                    AV,5.25
   LONGRIDGE                    AV,4500    LONGRIDGE                    AV,0.0
   LONGRIDGE                    TR,3200    LONGRIDGE                    TR,0.0
   LONGWOOD                     PL,1100    LONGWOOD                     PL,7.0
   LOOKOUT                      DR,600    LOOKOUT                      DR,5.25
   LOOKOUT MOUNTAIN             AV,8200    LOOKOUT MOUNTAIN             AV,0.0
   LOOKOUT MOUNTAIN             AV,8300    LOOKOUT MOUNTAIN             AV,0.0
   LOOKOUT MOUNTAIN             AV,8400    LOOKOUT MOUNTAIN             AV,0.0
   LOOKOUT MOUNTAIN             AV,8500    LOOKOUT MOUNTAIN             AV,7.0
   LOOKOUT MOUNTAIN             AV,8600    LOOKOUT MOUNTAIN             AV,2.625
   LOOKOUT MOUNTAIN             AV,8700    LOOKOUT MOUNTAIN             AV,0.0
   LOOKOUT MOUNTAIN             AV,8800    LOOKOUT MOUNTAIN             AV,5.25
   LOOSMORE                     ST,2600    LOOSMORE                     ST,2.625
   LOOSMORE                     ST,3300    LOOSMORE                     ST,0.0
   LOOSMORE                     ST,3400    LOOSMORE                     ST,10.5
   LORD                         ST,1000    LORD                         ST,6.125
   LORENZO                      DR,10300    LORENZO                      DR,7.875
   LORENZO                      DR,2300    LORENZO                      DR,0.0
   LORETO                       ST,400    LORETO                       ST,0.0
   LORING                       AV,100    LORING                       AV,0.0
   LORING                       AV,200    LORING                       AV,0.0
   LORING                       AV,400    LORING                       AV,7.875
   LORING                       AV,500    LORING                       AV,0.0
   LORRAINE                     BL,300    LORRAINE                     BL,15.75
   LORRAINE                     BL,400    LORRAINE                     BL,0.0
   LORRAINE                     BL,500    LORRAINE                     BL,0.0
   LORRAINE                     BL,700    LORRAINE                     BL,36.75
   LORRAINE                     BL,800    LORRAINE                     BL,26.25
   LOS ADORNOS                  WY,5200    LOS ADORNOS                  WY,11.8125
   LOS ALTOS                    PL,6800    LOS ALTOS                    PL,0.0
   LOS BONITOS                  WY,5200    LOS BONITOS                  WY,0.0
   LOS FELIZ                    BL,2800    LOS FELIZ                    BL,18.375
   LOS FELIZ                    BL,2900    LOS FELIZ                    BL,126.0
   LOS FELIZ                    BL,3000    LOS FELIZ                    BL,28.875
   LOS FELIZ                    BL,3100    LOS FELIZ                    BL,28.875
   LOS FELIZ                    BL,3200    LOS FELIZ                    BL,23.625
   LOS FELIZ                    BL,3600    LOS FELIZ                    BL,2.625
   LOS FELIZ                    BL,3700    LOS FELIZ                    BL,0.0
   LOS FELIZ                    BL,3800    LOS FELIZ                    BL,10.5
   LOS FELIZ                    BL,3900    LOS FELIZ                    BL,14.875
   LOS FELIZ                    BL,4000    LOS FELIZ                    BL,0.0
   LOS FELIZ                    BL,4100    LOS FELIZ                    BL,14.0
   LOS FELIZ                    BL,4200    LOS FELIZ                    BL,0.0
   LOS FELIZ                    BL,4300    LOS FELIZ                    BL,6.125
   LOS FELIZ                    BL,4400    LOS FELIZ                    BL,8.75
   LOS FELIZ                    BL,4500    LOS FELIZ                    BL,26.25
   LOS FELIZ                    BL,4600    LOS FELIZ                    BL,0.0
   LOS FELIZ                    BL,4700    LOS FELIZ                    BL,0.0
   LOS FELIZ                    BL,4800    LOS FELIZ                    BL,0.0
   LOS FELIZ                    BL,4900    LOS FELIZ                    BL,2.625
   LOS FELIZ                    BL,5100    LOS FELIZ                    BL,5.25
   LOS FELIZ                    BL,5200    LOS FELIZ                    BL,2.625
   LOS FELIZ                    BL,5400    LOS FELIZ                    BL,0.0
   LOS FELIZ                    PL,2800    LOS FELIZ                    PL,65.625
   LOS FRANCISCOS               WY,5200    LOS FRANCISCOS               WY,0.0
   LOS HERMOSOS                 WY,5200    LOS HERMOSOS                 WY,2.625
   LOS NIETOS                   DR,4100    LOS NIETOS                   DR,0.0
   LOS NIETOS                   DR,4200    LOS NIETOS                   DR,0.0
   LOS PALOS                    ST,1000    LOS PALOS                    ST,10.5
   LOS PALOS                    ST,1100    LOS PALOS                    ST,2.625
   LOS PALOS                    ST,1200    LOS PALOS                    ST,2.625
   LOS PALOS                    ST,1300    LOS PALOS                    ST,2.625
   LOS PALOS                    ST,1500    LOS PALOS                    ST,2.625
   LOS ROBLES                   ST,4900    LOS ROBLES                   ST,0.0
   LOS TILOS                    RD,7000    LOS TILOS                    RD,7.875
   LOTUS                        ST,500    LOTUS                        ST,0.0
   LOU DILLON                   AV,10000    LOU DILLON                   AV,5.25
   LOU DILLON                   AV,10300    LOU DILLON                   AV,5.25
   LOU DILLON                   AV,10400    LOU DILLON                   AV,0.0
   LOU DILLON                   AV,10500    LOU DILLON                   AV,5.25
   LOU DILLON                   AV,10800    LOU DILLON                   AV,0.0
   LOU DILLON                   AV,10900    LOU DILLON                   AV,2.625
   LOUELLA                      AV,2100    LOUELLA                      AV,0.0
   LOUELLA                      AV,2200    LOUELLA                      AV,0.0
   LOUELLA                      AV,2300    LOUELLA                      AV,0.0
   LOUELLA                      AV,2400    LOUELLA                      AV,5.25
   LOUISE                       AV,11900    LOUISE                       AV,2.625
   LOUISE                       AV,12300    LOUISE                       AV,2.625
   LOUISE                       AV,12400    LOUISE                       AV,18.375
   LOUISIANA                    AV,10500    LOUISIANA                    AV,13.125
   LOUISIANNA                   AV,10500    LOUISIANNA                   AV,0.0
   LOWELL                       AV,2800    LOWELL                       AV,0.0
   LOWELL                       AV,2900    LOWELL                       AV,2.625
   LOWELL                       AV,3200    LOWELL                       AV,5.25
   LOWELL                       AV,3300    LOWELL                       AV,2.625
   LOWELL                       AV,3500    LOWELL                       AV,0.0
   LOWELL                       AV,3900    LOWELL                       AV,2.625
   LOWELL                       AV,4200    LOWELL                       AV,0.0
   LOWELL                       AV,4300    LOWELL                       AV,0.0
   LOWELL                       AV,4400    LOWELL                       AV,2.625
   LOWELL                       AV,4500    LOWELL                       AV,7.0
   LOWRY                        RD,3100    LOWRY                        RD,7.875
   LOWRY                        RD,3200    LOWRY                        RD,5.25
   LOWRY                        RD,3300    LOWRY                        RD,0.0
   LOWRY                        RD,3400    LOWRY                        RD,0.0
   LOWRY                        RD,3600    LOWRY                        RD,13.125
   LOWRY                        RD,3700    LOWRY                        RD,5.25
   LOY                          LN,2300    LOY                          LN,10.5
   LOY                          LN,2400    LOY                          LN,0.0
   LOYAL TRL,7000    LOYAL TRL,0.0
   LOYOLA                       BL,7900    LOYOLA                       BL,0.0
   LOYOLA                       BL,8100    LOYOLA                       BL,0.0
   LOYOLA                       BL,8400    LOYOLA                       BL,7.875
   LOYOLA                       BL,9000    LOYOLA                       BL,0.0
   LOYOLA                       BL,9100    LOYOLA                       BL,0.0
   LUCAS                        AV,100    LUCAS                        AV,13.125
   LUCAS                        AV,200    LUCAS                        AV,13.125
   LUCAS                        AV,300    LUCAS                        AV,34.125
   LUCAS                        AV,400    LUCAS                        AV,38.5
   LUCAS                        AV,500    LUCAS                        AV,9.625
   LUCAS                        AV,600    LUCAS                        AV,26.25
   LUCERNE                      AV,2300    LUCERNE                      AV,0.0
   LUCERNE                      AV,2500    LUCERNE                      AV,10.5
   LUCILE                       AV,1300    LUCILE                       AV,0.0
   LUCILE                       AV,1400    LUCILE                       AV,0.0
   LUCILE                       AV,1600    LUCILE                       AV,8.75
   LUCILE                       AV,1700    LUCILE                       AV,0.0
   LUCILE                       AV,1800    LUCILE                       AV,5.25
   LUCILE                       AV,1900    LUCILE                       AV,2.625
   LUCILE                       AV,700    LUCILE                       AV,0.0
   LUCILE                       AV,800    LUCILE                       AV,5.25
   LUCILE                       AV,900    LUCILE                       AV,18.375
   LUCILE                       ST,11900    LUCILE                       ST,0.0
   LUCILE                       ST,12000    LUCILE                       ST,0.0
   LUCILE                       ST,12100    LUCILE                       ST,5.25
   LUCILLE                      AV,1400    LUCILLE                      AV,0.0
   LUCRETIA                     AV,1500    LUCRETIA                     AV,0.0
   LUCRETIA                     AV,1600    LUCRETIA                     AV,7.875
   LUCRETIA                     AV,1700    LUCRETIA                     AV,5.25
   LUCRETIA                     AV,1800    LUCRETIA                     AV,5.25
   LUNA                         PK,5900    LUNA                         PK,0.0
   LUNSFORD                     DR,5200    LUNSFORD                     DR,5.25
   LYCEUM                       AV,3800    LYCEUM                       AV,0.0
   LYCEUM                       AV,3900    LYCEUM                       AV,3.5
   LYCEUM                       AV,4000    LYCEUM                       AV,7.875
   LYCEUM                       AV,4100    LYCEUM                       AV,5.25
   LYCEUM                       AV,4200    LYCEUM                       AV,5.25
   LYCEUM                       AV,4300    LYCEUM                       AV,2.625
   LYDIA                        DR,3100    LYDIA                        DR,2.625
   LYMAN                        PL,1100    LYMAN                        PL,0.0
   LYMAN                        PL,1200    LYMAN                        PL,5.25
   LYMAN                        PL,1300    LYMAN                        PL,7.875
   LYMAN                        PL,1600    LYMAN                        PL,13.125
   LYNNFIELD                    ST,4800    LYNNFIELD                    ST,0.0
   LYNNFIELD                    ST,4900    LYNNFIELD                    ST,5.25
   LYON                         ST,800    LYON                         ST,0.0
   LYRIC                        AV,2200    LYRIC                        AV,0.0
   LYRIC                        AV,2400    LYRIC                        AV,0.0
   LYRIC                        AV,2500    LYRIC                        AV,0.0
   LYTELLE                      PL,2700    LYTELLE                      PL,0.0
   MACAPA                       DR,7100    MACAPA                       DR,2.625
   MACEO                        ST,2600    MACEO                        ST,0.0
   MACEO                        ST,3300    MACEO                        ST,0.0
   MACEO                        ST,3400    MACEO                        ST,0.0
   MACEO                        ST,3600    MACEO                        ST,0.0
   MACON                        ST,2800    MACON                        ST,3.5
   MADDEN                       AV,5800    MADDEN                       AV,2.625
   MADDEN                       AV,5900    MADDEN                       AV,0.0
   MADDEN                       AV,6000    MADDEN                       AV,0.0
   MADDEN                       AV,6200    MADDEN                       AV,2.625
   MADDEN                       AV,6300    MADDEN                       AV,7.875
   MADDEN                       AV,6400    MADDEN                       AV,2.625
   MADDEN                       AV,6600    MADDEN                       AV,0.0
   MADDEN                       AV,7000    MADDEN                       AV,0.0
   MADERA                       AV,3100    MADERA                       AV,0.0
   MADERA                       AV,3200    MADERA                       AV,5.25
   MADERA                       AV,3300    MADERA                       AV,5.25
   MADERA                       AV,3400    MADERA                       AV,0.0
   MADERA                       AV,3500    MADERA                       AV,7.875
   MAGDALENA                    ST,1300    MAGDALENA                    ST,0.0
   MAGDALENA                    ST,1400    MAGDALENA                    ST,2.625
   MAGNOLIA                     AV,1100    MAGNOLIA                     AV,28.0
   MAGNOLIA                     AV,1200    MAGNOLIA                     AV,29.75
   MAGNOLIA                     AV,1300    MAGNOLIA                     AV,10.5
   MAGNOLIA                     AV,1400    MAGNOLIA                     AV,0.0
   MAGNOLIA                     AV,1500    MAGNOLIA                     AV,2.625
   MAGNOLIA                     AV,1600    MAGNOLIA                     AV,0.0
   MAGNOLIA                     AV,1700    MAGNOLIA                     AV,27.125
   MAGNOLIA                     AV,1800    MAGNOLIA                     AV,5.25
   MAGNOLIA                     AV,1900    MAGNOLIA                     AV,10.5
   MAGNOLIA                     AV,2000    MAGNOLIA                     AV,0.0
   MAGNOLIA                     AV,2200    MAGNOLIA                     AV,2.625
   MAGNOLIA                     AV,2300    MAGNOLIA                     AV,2.625
   MAGNOLIA                     AV,2600    MAGNOLIA                     AV,17.5
   MAGNOLIA                     AV,700    MAGNOLIA                     AV,0.0
   MAGNOLIA                     AV,900    MAGNOLIA                     AV,10.5
   MAGNOLIA                     BL,10300    MAGNOLIA                     BL,3.5
   MAGNOLIA                     BL,10400    MAGNOLIA                     BL,8.75
   MAGNOLIA                     BL,10500    MAGNOLIA                     BL,21.0
   MAGNOLIA                     BL,10600    MAGNOLIA                     BL,18.375
   MAGNOLIA                     BL,10700    MAGNOLIA                     BL,18.375
   MAGNOLIA                     BL,10800    MAGNOLIA                     BL,10.5
   MAGNOLIA                     BL,10900    MAGNOLIA                     BL,61.25
   MAGNOLIA                     BL,11000    MAGNOLIA                     BL,117.25
   MAGNOLIA                     BL,11100    MAGNOLIA                     BL,18.375
   MAGNOLIA                     BL,11200    MAGNOLIA                     BL,34.125
   MAGNOLIA                     BL,11300    MAGNOLIA                     BL,42.875
   MAGNOLIA                     BL,11400    MAGNOLIA                     BL,15.75
   MAGNOLIA                     BL,11600    MAGNOLIA                     BL,2.625
   MAGNOLIA                     BL,11700    MAGNOLIA                     BL,5.25
   MAGNOLIA                     BL,11800    MAGNOLIA                     BL,0.0
   MAGNOLIA                     BL,11900    MAGNOLIA                     BL,19.25
   MAGNOLIA                     BL,12000    MAGNOLIA                     BL,23.625
   MAGNOLIA                     BL,12100    MAGNOLIA                     BL,48.125
   MAGNOLIA                     BL,12200    MAGNOLIA                     BL,8.75
   MAGNOLIA                     BL,12300    MAGNOLIA                     BL,13.125
   MAGNOLIA                     BL,12400    MAGNOLIA                     BL,21.0
   MAGNOLIA                     BL,12500    MAGNOLIA                     BL,21.0
   MAGNOLIA                     BL,12700    MAGNOLIA                     BL,0.0
   MAIE                         AV,9200    MAIE                         AV,0.0
   MAIE                         AV,9300    MAIE                         AV,21.0
   MAIE                         AV,9400    MAIE                         AV,10.5
   MAIE                         AV,9500    MAIE                         AV,0.0
   MAIE                         AV,9600    MAIE                         AV,2.625
   MAIE                         AV,9800    MAIE                         AV,0.0
   MAIN                         ST,12000    MAIN                         ST,0.0
   MAJOR                        ST,11800    MAJOR                        ST,0.0
   MALABAR                      ST,2400    MALABAR                      ST,13.125
   MALABAR                      ST,2500    MALABAR                      ST,0.0
   MALABAR                      ST,2700    MALABAR                      ST,0.0
   MALABAR                      ST,2800    MALABAR                      ST,2.625
   MALABAR                      ST,3000    MALABAR                      ST,0.0
   MALABAR                      ST,3100    MALABAR                      ST,13.125
   MALABAR                      ST,3200    MALABAR                      ST,7.875
   MALAGA                       RD,2300    MALAGA                       RD,0.0
   MALCOLM                      AV,1200    MALCOLM                      AV,5.25
   MALCOLM                      AV,1300    MALCOLM                      AV,5.25
   MALCOLM                      AV,1500    MALCOLM                      AV,0.0
   MALCOLM                      AV,1600    MALCOLM                      AV,3.5
   MALCOLM                      AV,1700    MALCOLM                      AV,30.625
   MALCOLM                      AV,1800    MALCOLM                      AV,2.625
   MALCOLM                      AV,1900    MALCOLM                      AV,11.375
   MALCOLM                      AV,2100    MALCOLM                      AV,10.5
   MALCOLM                      AV,2200    MALCOLM                      AV,0.0
   MALCOLM                      AV,2600    MALCOLM                      AV,0.0
   MALCOLM                      AV,2700    MALCOLM                      AV,7.0
   MALCOLM                      AV,2800    MALCOLM                      AV,13.125
   MALCOLM                      AV,3000    MALCOLM                      AV,0.0
   MALCOLM                      AV,3100    MALCOLM                      AV,0.0
   MALCOLM                      AV,3200    MALCOLM                      AV,16.625
